observation_id,timestamp,source,airline,origin,destination,flight_date,booking_date,fare_class,fare_type,base_fare,taxes,fees,total_fare,currency,stops,duration,baggage,availability
OBS000090,2026-01-15T00:00:00,mmt,SpiceJet,BOM,BLR,2026-01-16,2026-01-15,PremiumEconomy,NonRefundable,4721.36,566.56,174.3,5462.22,INR,1,3.14,25kg,True
OBS000091,2025-12-05T00:00:00,cleartrip,IndiGo,BOM,BLR,2026-01-14,2025-12-05,PremiumEconomy,Refundable,3873.48,464.82,252.03,4590.33,INR,1,2.67,15kg,True
OBS000092,2025-11-25T00:00:00,cleartrip,IndiGo,BOM,BLR,2026-01-04,2025-11-25,PremiumEconomy,NonRefundable,3796.7,455.6,241.83,4494.13,INR,0,4.4,20kg,True
OBS000093,2026-01-20T00:00:00,cleartrip,AirIndia,BOM,BLR,2026-01-22,2026-01-20,Economy,Refundable,3961.89,475.43,155.34,4592.66,INR,0,3.94,25kg,True
OBS000094,2026-01-17T00:00:00,mmt,Vistara,BOM,BLR,2026-01-19,2026-01-17,Economy,Refundable,3893.96,467.27,353.26,4714.49,INR,0,4.03,15kg,True
OBS000095,2026-01-13T00:00:00,mmt,IndiGo,BOM,BLR,2026-01-18,2026-01-13,PremiumEconomy,Refundable,4135.64,496.28,366.61,4998.53,INR,0,1.25,20kg,True
OBS000096,2025-11-26T00:00:00,airline_site,IndiGo,BOM,BLR,2026-01-05,2025-11-26,PremiumEconomy,NonRefundable,3469.35,416.32,255.24,4140.91,INR,0,2.89,15kg,False
OBS000097,2026-01-15T00:00:00,cleartrip,SpiceJet,BOM,BLR,2026-01-17,2026-01-15,Economy,Refundable,4345.71,521.49,345.81,5213.01,INR,1,4.0,20kg,True
OBS000098,2025-12-07T00:00:00,airline_site,IndiGo,BOM,BLR,2026-01-16,2025-12-07,PremiumEconomy,Refundable,3573.15,428.78,377.43,4379.36,INR,0,1.62,25kg,True
OBS000099,2025-12-24T00:00:00,airline_site,IndiGo,BOM,BLR,2026-01-13,2025-12-24,Economy,NonRefundable,3290.95,394.91,301.36,3987.22,INR,1,4.13,20kg,True
OBS000100,2026-01-17T00:00:00,airline_site,Vistara,BOM,BLR,2026-01-27,2026-01-17,PremiumEconomy,NonRefundable,3754.03,450.48,249.68,4454.19,INR,0,2.44,15kg,False
OBS000101,2026-01-02T00:00:00,cleartrip,AirIndia,BOM,BLR,2026-01-03,2026-01-02,Economy,NonRefundable,4379.27,525.51,174.14,5078.92,INR,0,2.56,25kg,False
OBS000102,2025-12-19T00:00:00,cleartrip,Akasa,BOM,BLR,2026-01-28,2025-12-19,PremiumEconomy,NonRefundable,3490.97,418.92,162.86,4072.75,INR,0,3.11,15kg,True
OBS000103,2026-01-12T00:00:00,cleartrip,IndiGo,BOM,BLR,2026-01-22,2026-01-12,PremiumEconomy,Refundable,3841.67,461.0,361.34,4664.01,INR,1,3.99,25kg,True
OBS000104,2025-12-11T00:00:00,cleartrip,IndiGo,BOM,BLR,2026-01-20,2025-12-11,Economy,NonRefundable,3738.11,448.57,357.37,4544.05,INR,0,4.24,20kg,True
OBS000105,2025-10-28T00:00:00,airline_site,IndiGo,BOM,BLR,2026-01-06,2025-10-28,Economy,NonRefundable,3864.14,463.7,167.4,4495.24,INR,1,2.7,15kg,True
OBS000106,2025-12-01T00:00:00,airline_site,IndiGo,BOM,BLR,2026-01-10,2025-12-01,Economy,Refundable,3932.38,471.89,231.1,4635.37,INR,0,3.42,20kg,False
OBS000107,2026-01-12T00:00:00,airline_site,Vistara,BOM,BLR,2026-01-22,2026-01-12,PremiumEconomy,Refundable,3489.49,418.74,218.29,4126.52,INR,0,3.44,25kg,False
OBS000108,2025-12-08T00:00:00,mmt,SpiceJet,BOM,BLR,2026-01-17,2025-12-08,Economy,Refundable,3630.01,435.6,227.1,4292.71,INR,0,2.19,15kg,True
OBS000109,2026-01-20T00:00:00,goibibo,AirIndia,BOM,BLR,2026-01-25,2026-01-20,Economy,NonRefundable,4047.7,485.72,274.35,4807.77,INR,0,2.85,25kg,True
OBS000110,2025-11-04T00:00:00,goibibo,IndiGo,DEL,HYD,2026-01-13,2025-11-04,PremiumEconomy,Refundable,6793.33,815.2,335.51,7944.04,INR,0,3.1,25kg,False
OBS000111,2025-12-14T00:00:00,cleartrip,AirIndia,DEL,HYD,2026-01-23,2025-12-14,PremiumEconomy,NonRefundable,6312.12,757.45,155.21,7224.78,INR,0,2.64,15kg,True
OBS000112,2025-12-25T00:00:00,airline_site,SpiceJet,DEL,HYD,2026-01-14,2025-12-25,PremiumEconomy,NonRefundable,6664.91,799.79,250.11,7714.81,INR,0,2.3,15kg,True
OBS000113,2025-12-08T00:00:00,cleartrip,Vistara,DEL,HYD,2026-01-17,2025-12-08,Economy,Refundable,7008.04,840.96,376.48,8225.48,INR,0,1.68,15kg,True
OBS000114,2026-01-18T00:00:00,airline_site,AirIndia,DEL,HYD,2026-01-20,2026-01-18,PremiumEconomy,NonRefundable,8197.68,983.72,340.05,9521.45,INR,1,3.45,25kg,True
OBS000115,2025-12-19T00:00:00,cleartrip,Vistara,DEL,HYD,2026-01-28,2025-12-19,Economy,NonRefundable,6309.73,757.17,267.23,7334.13,INR,0,2.22,20kg,True
OBS000116,2025-12-28T00:00:00,airline_site,IndiGo,DEL,HYD,2026-01-02,2025-12-28,PremiumEconomy,NonRefundable,8004.06,960.49,357.92,9322.47,INR,0,2.68,25kg,True
OBS000117,2025-12-22T00:00:00,airline_site,Vistara,DEL,HYD,2026-01-11,2025-12-22,Economy,Refundable,6241.42,748.97,165.47,7155.86,INR,0,2.02,20kg,False
OBS000118,2025-12-28T00:00:00,cleartrip,Vistara,DEL,HYD,2026-01-17,2025-12-28,PremiumEconomy,NonRefundable,6582.62,789.91,302.45,7674.98,INR,1,3.76,25kg,True
OBS000119,2025-12-17T00:00:00,goibibo,Vistara,DEL,HYD,2026-01-26,2025-12-17,PremiumEconomy,Refundable,6420.86,770.5,173.63,7364.99,INR,0,1.47,25kg,True
OBS000120,2026-01-07T00:00:00,goibibo,AirIndia,DEL,HYD,2026-01-12,2026-01-07,Economy,NonRefundable,7244.37,869.32,391.92,8505.61,INR,1,3.32,20kg,True
OBS000121,2025-12-13T00:00:00,airline_site,SpiceJet,DEL,HYD,2026-01-22,2025-12-13,PremiumEconomy,Refundable,6944.88,833.39,321.35,8099.62,INR,0,2.22,15kg,True
OBS000122,2026-01-15T00:00:00,mmt,AirIndia,DEL,HYD,2026-01-25,2026-01-15,Economy,NonRefundable,6130.43,735.65,198.0,7064.08,INR,0,2.88,25kg,True
OBS000123,2026-01-17T00:00:00,mmt,AirIndia,DEL,HYD,2026-01-22,2026-01-17,Economy,Refundable,8006.87,960.82,299.31,9267.0,INR,1,1.34,20kg,True
OBS000124,2025-12-26T00:00:00,goibibo,AirIndia,DEL,HYD,2026-01-15,2025-12-26,Economy,NonRefundable,6028.47,723.42,221.23,6973.12,INR,1,4.18,15kg,True
OBS000125,2026-01-02T00:00:00,goibibo,Akasa,DEL,HYD,2026-01-22,2026-01-02,PremiumEconomy,Refundable,7116.24,853.95,220.44,8190.63,INR,0,3.84,15kg,True
OBS000126,2025-11-23T00:00:00,cleartrip,Akasa,DEL,HYD,2026-01-02,2025-11-23,Economy,Refundable,6480.19,777.62,270.15,7527.96,INR,0,1.48,15kg,True
OBS000127,2025-12-26T00:00:00,mmt,SpiceJet,DEL,HYD,2026-01-15,2025-12-26,PremiumEconomy,Refundable,6874.24,824.91,386.6,8085.75,INR,1,1.38,25kg,True
OBS000128,2025-12-29T00:00:00,cleartrip,AirIndia,DEL,HYD,2026-01-08,2025-12-29,Economy,NonRefundable,7404.39,888.53,398.63,8691.55,INR,0,3.97,25kg,True
OBS000129,2026-01-24T00:00:00,mmt,SpiceJet,DEL,HYD,2026-01-26,2026-01-24,PremiumEconomy,Refundable,8042.98,965.16,357.44,9365.58,INR,0,1.26,15kg,True
OBS000130,2025-12-09T00:00:00,goibibo,IndiGo,DEL,HYD,2026-01-18,2025-12-09,PremiumEconomy,Refundable,6864.18,823.7,302.22,7990.1,INR,0,1.6,15kg,False
OBS000131,2025-11-12T00:00:00,goibibo,Akasa,DEL,HYD,2026-01-21,2025-11-12,Economy,Refundable,6401.99,768.24,359.17,7529.4,INR,0,2.16,15kg,True
OBS000132,2026-01-09T00:00:00,airline_site,Akasa,BLR,HYD,2026-01-19,2026-01-09,PremiumEconomy,Refundable,4805.03,576.6,196.83,5578.46,INR,0,2.49,20kg,True
OBS000133,2026-01-11T00:00:00,airline_site,Vistara,BLR,HYD,2026-01-21,2026-01-11,Economy,Refundable,5201.5,624.18,154.06,5979.74,INR,0,1.64,20kg,True
OBS000134,2025-12-18T00:00:00,goibibo,SpiceJet,BLR,HYD,2026-01-27,2025-12-18,Economy,Refundable,4592.35,551.08,193.77,5337.2,INR,0,3.56,20kg,True
OBS000135,2026-01-08T00:00:00,cleartrip,Akasa,BLR,HYD,2026-01-10,2026-01-08,PremiumEconomy,NonRefundable,5739.01,688.68,160.48,6588.17,INR,0,1.32,25kg,True
OBS000136,2026-01-05T00:00:00,airline_site,Vistara,BLR,HYD,2026-01-10,2026-01-05,PremiumEconomy,Refundable,5326.66,639.2,365.53,6331.39,INR,0,2.64,20kg,False
OBS000137,2026-01-08T00:00:00,cleartrip,IndiGo,BLR,HYD,2026-01-13,2026-01-08,PremiumEconomy,Refundable,5735.68,688.28,274.38,6698.34,INR,1,3.19,15kg,True
OBS000138,2026-01-10T00:00:00,cleartrip,Vistara,BLR,HYD,2026-01-11,2026-01-10,PremiumEconomy,NonRefundable,5442.96,653.16,170.02,6266.14,INR,0,3.48,20kg,False
OBS000139,2025-11-23T00:00:00,cleartrip,IndiGo,BLR,HYD,2026-01-02,2025-11-23,Economy,NonRefundable,4862.28,583.47,399.54,5845.29,INR,0,2.89,25kg,True
OBS000140,2025-12-30T00:00:00,goibibo,IndiGo,BLR,HYD,2026-01-01,2025-12-30,Economy,Refundable,5161.91,619.43,362.17,6143.51,INR,0,3.77,20kg,True
OBS000141,2025-12-24T00:00:00,cleartrip,Vistara,BLR,HYD,2026-01-13,2025-12-24,PremiumEconomy,Refundable,4835.2,580.22,262.48,5677.9,INR,0,2.95,20kg,True
